PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2022-10-06,16:00:34.91,4,2,"Knowles, Nathan",1000075454,Right,WM_TRI,"Carmichael, Lucas",1000129646,Left,WM_TRI,Undefined,1,Top,1,0,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.67809,-0.799369,0.871531,2575.334994,111.76182,9:45,5.431,0.35835,4.95455,-37.67278,5.73126,-10.89138,1.53617,0.27427,74.93321,-7.637842,-1.05227,0.474173,,,,,,,,,,,,5.64288,3.46614,-0.43335,50,5.32262,-1.33503,-118.48918,-3.03511,8.01543,22.82053,-27.25057,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,acbed970-45b1-11ed-990a-975020632eee,79.49095,,,6.74488,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:00:34.91,2022-10-06T16:00:34.9163854-04:00,2022-10-06T20:00:34.9163854Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,937c7823-2707-49e8-a553-b0c913cfc1e7,55.54503,-119.55236,11.41027,5.43445,-1.76554,-13.62529,-0.36246,-1.70846,4.00771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2022-10-06,16:00:52.16,4,3,"Knowles, Nathan",1000075454,Right,WM_TRI,"Carmichael, Lucas",1000129646,Left,WM_TRI,Undefined,1,Top,1,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.78893,-2.067115,-1.821261,2618.710541,203.64962,12:45,5.43892,0.47247,5.15993,-14.03316,21.40667,8.79638,2.32195,-0.50938,81.60697,-4.766505,-0.264862,0.428467,,,,,,,,,,,,-4.98847,11.72205,-0.30958,50,5.23606,3.76386,-131.3877,-5.16744,-8.57875,32.04418,-12.01543,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,b70f13e0-45b1-11ed-990a-975020632eee,87.97047,,,9.18197,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:00:52.16,2022-10-06T16:00:52.1687374-04:00,2022-10-06T20:00:52.1687374Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,8cc08bff-49c3-4489-bbe8-39bd98d825c5,55.33739,-132.68305,16.02209,5.43513,-4.68173,-6.00772,-0.46874,4.11065,-4.28938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2022-10-06,16:01:14.49,4,4,"Knowles, Nathan",1000075454,Right,WM_TRI,"Carmichael, Lucas",1000129646,Left,WM_TRI,Undefined,1,Top,1,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.41848,-1.039795,-1.043468,2596.586643,192.714732,12:30,5.37644,0.45721,5.47365,-12.88713,23.52434,4.98028,3.32921,-0.10435,79.54801,-3.583911,-0.156909,0.434301,65.99278,43.71561,-142.328932,3255.021696,,,,,33.66597,,,-2.87173,12.60205,-0.36902,50,5.27707,2.12896,-129.41023,-2.66263,-4.74115,33.65982,-11.36834,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,c45053c0-45b1-11ed-990a-975020632eee,86.78878,30.57054,,9.87047,,,,1.05519,3.28806,0.12695,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:01:14.49,2022-10-06T16:01:14.4989006-04:00,2022-10-06T20:01:14.4989006Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,941e19e8-f4ec-42fb-a1cb-c8892cac8645,55.02091,-130.70965,16.82991,5.37139,-2.22376,-5.68417,-0.45473,2.31199,-2.37058,33.414605,1.05519,-55.37318,1.23772,-0.15241,-1.75491,8.43851,-20.77935,25.30258,-12.13292,3.28806,66.88857,-28.71054,3.06554,3.30868,-18.74339,46.28757,-56.16828,26.84232,0.12695,-42.75304,8.32595,-1.31879,2.49809,-10.50116,25.87959,-31.72165,15.3032,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
14,2022-10-06,16:01:57.15,4,5,"Knowles, Nathan",1000075454,Right,WM_TRI,"Carmichael, Lucas",1000129646,Left,WM_TRI,Undefined,1,Top,1,0,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.50892,-1.914442,-0.442032,2522.422412,135.820818,10:30,5.44157,0.3019,5.14877,-30.62998,9.58835,-8.08678,1.08597,-0.78817,77.64967,-7.506218,-1.875281,0.45644,,,,,,,,,,,,3.92484,5.6837,-0.25401,50,5.23908,1.29463,-122.59848,-5.20319,5.97756,24.08912,-23.51778,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,ddccd530-45b1-11ed-990a-975020632eee,82.57921,,,6.85925,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:01:57.15,2022-10-06T16:01:57.1570000-04:00,2022-10-06T20:01:57.1570000Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,e736f26a-436b-4a2f-bc4d-ccbb63a77039,55.35079,-123.64538,12.04456,5.443,-4.18112,-11.75889,-0.30463,1.03485,2.98878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.36346,1.997273,1.087898,0.909375,1.12722,1.04768,0.79767,-1.66911,5.14833,0.18232,61.63949,1.20041,-63.13986,-1.66421,73.29092,-4.04697,5.19929,10.43495,-16.32854,0.11808,-79.02714,10.43092,High,High,High,,,High,High,High
15,2022-10-06,16:02:33.21,5,1,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.80519,4.04164,0.04982,2307.283331,30.758714,7:00,5.35652,0.22792,4.9225,-76.36126,-20.5808,-13.44438,2.82046,-0.84535,65.85163,-9.709674,-2.322544,0.537542,,,,,,,,,,,,6.5889,-10.77682,-0.22106,50,5.68727,0.44559,-105.33424,4.74793,7.25789,21.15714,-44.04502,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,f358e290-45b1-11ed-990a-975020632eee,70.11997,,,6.95357,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:02:33.21,2022-10-06T16:02:33.2160846-04:00,2022-10-06T20:02:33.2160846Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,bba0c889-7eca-48c5-969e-d7567921db4c,55.58219,-106.44955,10.57857,5.37578,7.0698,-22.02251,-0.23446,0.06298,3.62894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2022-10-06,16:02:51.10,5,2,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.13854,-0.822485,-0.039596,2575.832561,197.17707,12:30,5.43206,0.49871,5.38647,-13.48335,22.94352,6.67536,3.53746,1.01788,79.99492,-3.449902,1.147028,0.434393,,,,,,,,,,,,-3.3326,12.12142,-0.49992,50,5.34962,-0.22146,-129.12177,-2.2023,-5.53166,31.10479,-12.0542,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,fde64d10-45b1-11ed-990a-975020632eee,86.77046,,,9.14362,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:02:51.10,2022-10-06T16:02:51.1017294-04:00,2022-10-06T20:02:51.1017294Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,e0fb1e68-6940-471c-b0ea-f2cbbc0886bb,55.10799,-130.34645,15.5524,5.42699,-1.72769,-6.0271,-0.49549,-0.00366,-2.76583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2022-10-06,16:03:10.25,5,3,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.38471,-2.612778,-1.49431,2450.392715,138.404224,10:30,5.41119,0.24659,5.2157,-31.45486,9.59709,-7.43292,0.33063,-1.77824,77.16908,-8.328315,-2.812702,0.461146,,,,,,,,,,,,3.35957,5.84087,-0.10263,50,5.14603,3.46372,-120.96683,-6.63368,5.00753,22.28723,-23.46812,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,095a1ff0-45b2-11ed-990a-975020632eee,81.73646,,,6.21563,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:03:10.25,2022-10-06T16:03:10.2538062-04:00,2022-10-06T20:03:10.2538062Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,57a0cfdb-8fc8-4b97-89a9-73d320dd3f38,55.28522,-121.93671,11.14362,5.41249,-5.61242,-11.73406,-0.24862,3.2458,2.50376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2022-10-06,16:03:31.59,5,4,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.54935,4.394641,-0.230645,2204.884737,35.824557,7:15,5.33183,0.28443,5.01179,-76.62713,-20.09379,-16.08906,3.10233,-1.27403,65.01486,-9.459906,-3.072635,0.541158,,,,,,,,,,,,7.78725,-10.72422,-0.24878,50,5.69242,1.06309,-104.82081,5.38721,8.4167,22.42881,-43.76514,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,161d7d40-45b2-11ed-990a-975020632eee,69.6515,,,7.53449,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:03:31.59,2022-10-06T16:03:31.5974478-04:00,2022-10-06T20:03:31.5974478Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,655e0b5f-ce94-4bab-bdbc-b3a3d48ca482,55.49133,-105.98929,11.21441,5.35237,7.66726,-21.88257,-0.29274,0.62461,4.20835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2022-10-06,16:03:47.82,5,5,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,3,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.1727,0.781503,0.711474,2450.35093,122.579212,10:00,5.40701,0.24453,5.18927,-35.82722,7.86528,-10.07426,3.15671,0.07436,73.98826,-5.794925,-1.073718,0.475746,,,,,,,,,,,,5.19319,4.14398,-0.30274,50,5.45277,-1.03196,-117.73087,0.35182,7.26255,23.10175,-26.3788,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,1fd74410-45b2-11ed-990a-975020632eee,79.2281,,,7.18444,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:03:47.82,2022-10-06T16:03:47.8284622-04:00,2022-10-06T20:03:47.8284622Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,6eb2c689-caef-4367-96af-e6873181593c,55.30806,-118.76787,11.55087,5.4104,1.53593,-13.1894,-0.2491,-1.35797,3.63127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2022-10-06,16:04:09.32,5,6,"Knowles, Nathan",1000075454,Right,WM_TRI,"Adams, Corey",10025657,Right,WM_TRI,Undefined,1,Top,2,3,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.21319,1.084327,-0.877885,2518.560091,98.743076,9:15,5.34357,0.41658,4.91691,-42.9325,2.62839,-6.77532,2.79136,-0.97814,72.69507,-6.730856,-2.072384,0.485811,,,,,,,,,,,,3.05043,1.45579,-0.32502,50,5.41398,2.07492,-116.18508,0.62276,4.12177,24.10236,-30.20698,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,2c91a0b0-45b2-11ed-990a-975020632eee,77.58661,,,7.51812,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:04:09.32,2022-10-06T16:04:09.3287246-04:00,2022-10-06T20:04:09.3287246Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,5b67f0c3-78eb-4ad3-bbf5-ec6a3824eeef,55.58005,-117.33694,12.05118,5.34973,2.06636,-15.10349,-0.41947,1.87794,2.06089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2022-10-06,16:06:43.57,1,1,"Feffer, Jake",1000075477,Left,WM_TRI,"Williamson, Ben",1000080456,Right,WM_TRI,Undefined,1,Bottom,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.08059,-0.470701,1.830695,1466.043651,108.10127,9:30,5.31697,-2.01115,4.67676,-38.48959,7.40607,-17.91088,1.66223,-1.76451,73.01282,-7.448835,-1.315176,0.487593,,,,,,,,,,,,9.27107,4.23378,1.84185,50,5.23475,-2.91813,-116.00948,-2.38081,12.56021,22.89299,-26.4382,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,8893b470-45b2-11ed-990a-975020632eee,77.30313,,,7.06777,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:06:43.57,2022-10-06T16:06:43.5725134-04:00,2022-10-06T20:06:43.5725134Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,7a046103-83c0-488f-9cc6-ce699dd5a8e0,55.82166,-117.15267,11.4465,5.32068,-1.06058,-13.2191,2.00323,-3.54534,6.28011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2022-10-06,16:06:57.89,1,2,"Feffer, Jake",1000075477,Left,WM_TRI,"Williamson, Ben",1000080456,Right,WM_TRI,Undefined,1,Bottom,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.57596,1.307524,2.148044,1470.548884,105.98014,9:30,5.29189,-2.02377,4.49294,-38.54793,7.36154,-20.05163,3.32661,-1.64689,72.80903,-5.695403,-1.357358,0.487666,,,,,,,,,,,,10.35138,3.65162,1.81862,50,5.39301,-3.45893,-116.57375,1.19721,14.09076,24.11846,-27.20331,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,91101940-45b2-11ed-990a-975020632eee,77.29146,,,7.76693,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:06:57.89,2022-10-06T16:06:57.8955086-04:00,2022-10-06T20:06:57.8955086Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,5e592149-1ae0-4be0-b71c-422830d974f7,56.00476,-117.80955,12.05923,5.29596,2.59107,-13.60166,2.01435,-4.18092,7.04538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2022-10-06,16:07:11.84,1,3,"Feffer, Jake",1000075477,Left,WM_TRI,"Williamson, Ben",1000080456,Right,WM_TRI,Undefined,1,Bottom,0,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.83591,1.649257,2.152608,2163.791963,144.427866,10:45,5.359,-1.89915,4.24334,-34.45226,9.12193,-5.49382,4.06831,-0.29538,75.22033,-4.584443,1.197473,0.475101,,,,,,,,,,,,3.24957,4.34666,1.66976,50,5.50462,-4.24224,-119.83499,2.07809,4.71087,23.81867,-25.87273,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,99578b60-45b2-11ed-990a-975020632eee,79.33559,,,7.61558,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:07:11.84,2022-10-06T16:07:11.8419278-04:00,2022-10-06T20:07:11.8419278Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,b533f167-1e2a-4699-9e4a-68b33f63baed,56.25338,-121.07154,11.90933,5.36187,3.42129,-12.93637,1.89635,-4.4868,2.35543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2022-10-06,16:07:24.89,1,4,"Feffer, Jake",1000075477,Left,WM_TRI,"Williamson, Ben",1000080456,Right,WM_TRI,Undefined,1,Bottom,0,3,0,Sinker,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,85.61629,0.240052,5.16419,2055.514966,118.294616,10:00,5.24721,-2.02333,4.51118,-29.13824,11.8043,-19.13182,3.04864,1.3151,76.98606,-5.093091,1.835801,0.460531,,,,,,,,,,,,10.80776,6.09016,1.50069,50,5.24563,-10.2209,-123.43938,-0.6114,16.48279,27.22416,-22.88602,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,a11d2350-45b2-11ed-990a-975020632eee,81.84559,,,8.63024,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:07:24.89,2022-10-06T16:07:24.8986446-04:00,2022-10-06T20:07:24.8986446Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,383e7d4a-6656-42e1-ad0a-0b25488a3f87,55.98491,-124.75235,13.61208,5.2485,0.49235,-11.44301,2.01279,-11.01583,8.24139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2022-10-06,16:08:08.16,2,1,"Feffer, Jake",1000075477,Left,WM_TRI,"Zertuche, Noah",1000187573,Right,WM_TRI,Undefined,1,Bottom,0,0,0,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.3777,0.163101,4.226707,2051.229977,112.04385,9:45,5.32001,-1.8734,4.43461,-29.43576,9.64186,-20.46918,3.02304,0.46015,79.10327,-5.19251,0.661749,0.44992,,,,,,,,,,,,11.14186,5.01488,1.44596,50,5.3093,-8.3221,-126.25902,-0.83641,17.87782,27.14332,-24.12735,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,bb0d9c40-45b2-11ed-990a-975020632eee,83.77586,,,8.27443,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:08:08.16,2022-10-06T16:08:08.1690446-04:00,2022-10-06T20:08:08.1690446Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,f28bb73b-7a7a-4ea1-bfab-d7c09b8f9f36,56.06413,-127.55603,13.57166,5.32172,0.31649,-12.06367,1.86403,-9.17637,8.93891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2022-10-06,16:08:29.24,2,2,"Feffer, Jake",1000075477,Left,WM_TRI,"Zertuche, Noah",1000187573,Right,WM_TRI,Undefined,1,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.28599,0.940351,2.069569,1667.877351,99.110663,9:15,5.2353,-2.13117,4.47301,-38.61585,5.36437,-23.89887,2.91438,-2.14905,74.511,-6.053616,-2.108843,0.47731,,,,,,,,,,,,12.1443,2.79,1.93748,50,5.29777,-3.18511,-119.10372,0.43656,17.2751,24.95132,-28.20531,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,c7762f60-45b2-11ed-990a-975020632eee,78.96852,,,7.77499,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:08:29.24,2022-10-06T16:08:29.2437326-04:00,2022-10-06T20:08:29.2437326Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,11046d3d-36d1-41ab-8d1c-d234ad4114ab,56.02559,-120.35942,12.47566,5.24008,1.85601,-14.10265,2.11965,-4.05449,8.63755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2022-10-06,16:09:03.68,2,3,"Feffer, Jake",1000075477,Left,WM_TRI,"Zertuche, Noah",1000187573,Right,WM_TRI,Undefined,1,Bottom,0,1,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.80882,0.413976,3.464309,1978.625096,130.827745,10:15,5.3585,-1.96363,4.41384,-23.01631,15.69237,-16.60792,3.83626,-0.03763,79.33735,-3.827717,0.571112,0.447791,,,,,,,,,,,,9.03382,7.85158,1.61213,50,5.38114,-6.8557,-126.93783,0.03087,14.64052,27.61876,-19.4495,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,dc053f20-45b2-11ed-990a-975020632eee,84.17415,,,8.47148,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:09:03.68,2022-10-06T16:09:03.6890958-04:00,2022-10-06T20:09:03.6890958Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,96eecd7e-80a8-4170-96b1-07aa0a13e4b5,56.08328,-128.25458,13.80938,5.35756,0.95814,-9.72475,1.95562,-7.5537,7.32026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2022-10-06,16:09:22.79,2,4,"Feffer, Jake",1000075477,Left,WM_TRI,"Zertuche, Noah",1000187573,Right,WM_TRI,Undefined,1,Bottom,0,2,1,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.62776,0.411976,3.694318,2051.451269,124.571784,10:15,5.3859,-1.91521,4.47104,-27.51868,12.05446,-15.5595,3.48624,0.31483,78.59831,-4.612805,0.981607,0.452764,,,,,,,,,,,,8.58138,6.11886,1.54142,50,5.40364,-7.32858,-125.26562,-0.18454,13.5892,26.10037,-22.48439,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,e76981a0-45b2-11ed-990a-975020632eee,83.24968,,,8.02945,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:09:22.79,2022-10-06T16:09:22.7900000-04:00,2022-10-06T20:09:22.7900000Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,397fce17-3be0-4ad6-b902-1b66784971fb,56.02668,-126.51512,13.05019,5.38671,0.89184,-11.24219,1.90783,-7.97913,6.7946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43907,1.998518,0.750667,1.247852,-1.46107,3.2464,-0.36054,0.05594,5.3134,1.36288,127.28353,3.27656,-2.87476,0.21772,113.40413,-9.26851,5.37008,14.52978,-12.9842,1.22162,-9.82451,5.23533,High,High,High,,,High,High,High
29,2022-10-06,16:10:02.24,2,5,"Feffer, Jake",1000075477,Left,WM_TRI,"Zertuche, Noah",1000187573,Right,WM_TRI,Undefined,1,Bottom,0,2,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,81.98494,-1.20117,3.422338,1527.147742,100.413777,9:15,5.27328,-1.97819,4.59208,-38.52156,5.67827,-22.38615,0.91842,-0.58456,74.47829,-8.163992,-0.499858,0.4785,87.45421,-10.961572,-10.72516,,,,,7.42174,7.42174,-2.770176,0.037466,12.06772,3.54858,1.6469,50,5.11352,-6.09663,-118.57726,-3.96389,17.00388,24.86492,-27.17395,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,fee921a0-45b2-11ed-990a-975020632eee,78.77213,0.91449,,7.50665,,,,2.77399,0.91449,0.51998,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:10:02.24,2022-10-06T16:10:02.2407502-04:00,2022-10-06T20:10:02.2407502Z,GroundBall,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,7a521674-6712-4424-9349-92ffac5bf3ff,55.90865,-119.80986,12.43246,5.27663,-2.61683,-13.58698,1.97001,-6.93954,8.50194,180,2.77343,123.81981,,,,,,,,0.9146,-24.40835,,,,,,,,0.52009,-23.45232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
